#Code_commune_INSEE;Nom_de_la_commune;Code_postal;Libellé_d_acheminement;Ligne_5;url_rues
33323;LE PIAN SUR GARONNE;33490;LE PIAN SUR GARONNE;;https://adresse.data.gouv.fr/api/downloads/33323/street-list?from=api-depot
33324;PINEUILH;33220;PINEUILH;;https://adresse.data.gouv.fr/api/downloads/33324/street-list?from=api-depot
33325;PLASSAC;33390;PLASSAC;;https://adresse.data.gouv.fr/api/downloads/33325/street-list?from=api-depot
33326;PLEINE SELVE;33820;PLEINE SELVE;;https://adresse.data.gouv.fr/api/downloads/33326/street-list?from=api-depot
33327;PODENSAC;33720;PODENSAC;;https://adresse.data.gouv.fr/api/downloads/33327/street-list?from=api-depot
33328;POMEROL;33500;POMEROL;;https://adresse.data.gouv.fr/api/downloads/33328/street-list?from=api-depot
33329;POMPEJAC;33730;POMPEJAC;;https://adresse.data.gouv.fr/api/downloads/33329/street-list?from=api-depot
33330;POMPIGNAC;33370;POMPIGNAC;;https://adresse.data.gouv.fr/api/downloads/33330/street-list?from=api-depot
33331;PONDAURAT;33190;PONDAURAT;;https://adresse.data.gouv.fr/api/downloads/33331/street-list?from=api-depot
33332;PORCHERES;33660;PORCHERES;;https://adresse.data.gouv.fr/api/downloads/33332/street-list?from=api-depot
33333;LE PORGE;33680;LE PORGE;;https://adresse.data.gouv.fr/api/downloads/33333/street-list?from=api-depot
33334;PORTETS;33640;PORTETS;;https://adresse.data.gouv.fr/api/downloads/33334/street-list?from=api-depot
33335;LE POUT;33670;LE POUT;;https://adresse.data.gouv.fr/api/downloads/33335/street-list?from=api-depot
33336;PRECHAC;33730;PRECHAC;;https://adresse.data.gouv.fr/api/downloads/33336/street-list?from=api-depot
33337;PREIGNAC;33210;PREIGNAC;;https://adresse.data.gouv.fr/api/downloads/33337/street-list?from=api-depot
33339;PRIGNAC ET MARCAMPS;33710;PRIGNAC ET MARCAMPS;;https://adresse.data.gouv.fr/api/downloads/33339/street-list?from=api-depot
33341;PUGNAC;33710;PUGNAC;;https://adresse.data.gouv.fr/api/downloads/33341/street-list?from=api-depot
33341;PUGNAC;33710;PUGNAC;LAFOSSE;https://adresse.data.gouv.fr/api/downloads/33341/street-list?from=api-depot
33342;PUISSEGUIN;33570;PUISSEGUIN;;https://adresse.data.gouv.fr/api/downloads/33342/street-list?from=api-depot
33342;PUISSEGUIN;33570;PUISSEGUIN;MONBADON;https://adresse.data.gouv.fr/api/downloads/33342/street-list?from=api-depot
33343;PUJOLS SUR CIRON;33210;PUJOLS SUR CIRON;;https://adresse.data.gouv.fr/api/downloads/33343/street-list?from=api-depot
33344;PUJOLS;33350;PUJOLS;;https://adresse.data.gouv.fr/api/downloads/33344/street-list?from=api-depot
33345;LE PUY;33580;LE PUY;;https://adresse.data.gouv.fr/api/downloads/33345/street-list?from=api-depot
33346;PUYBARBAN;33190;PUYBARBAN;;https://adresse.data.gouv.fr/api/downloads/33346/street-list?from=api-depot
33347;PUYNORMAND;33660;PUYNORMAND;;https://adresse.data.gouv.fr/api/downloads/33347/street-list?from=api-depot
33348;QUEYRAC;33340;QUEYRAC;;https://adresse.data.gouv.fr/api/downloads/33348/street-list?from=api-depot
33349;QUINSAC;33360;QUINSAC;;https://adresse.data.gouv.fr/api/downloads/33349/street-list?from=api-depot
33350;RAUZAN;33420;RAUZAN;;https://adresse.data.gouv.fr/api/downloads/33350/street-list?from=api-depot
33351;REIGNAC;33860;REIGNAC;;https://adresse.data.gouv.fr/api/downloads/33351/street-list?from=api-depot
33352;LA REOLE;33190;LA REOLE;;https://adresse.data.gouv.fr/api/downloads/33352/street-list?from=api-depot
33353;RIMONS;33580;RIMONS;;https://adresse.data.gouv.fr/api/downloads/33353/street-list?from=api-depot
33354;RIOCAUD;33220;RIOCAUD;;https://adresse.data.gouv.fr/api/downloads/33354/street-list?from=api-depot
33355;RIONS;33410;RIONS;;https://adresse.data.gouv.fr/api/downloads/33355/street-list?from=api-depot
33356;LA RIVIERE;33126;LA RIVIERE;;https://adresse.data.gouv.fr/api/downloads/33356/street-list?from=api-depot
33357;ROAILLAN;33210;ROAILLAN;;https://adresse.data.gouv.fr/api/downloads/33357/street-list?from=api-depot
33358;ROMAGNE;33760;ROMAGNE;;https://adresse.data.gouv.fr/api/downloads/33358/street-list?from=api-depot
33359;ROQUEBRUNE;33580;ROQUEBRUNE;;https://adresse.data.gouv.fr/api/downloads/33359/street-list?from=api-depot
33360;LA ROQUILLE;33220;LA ROQUILLE;;https://adresse.data.gouv.fr/api/downloads/33360/street-list?from=api-depot
33361;RUCH;33350;RUCH;;https://adresse.data.gouv.fr/api/downloads/33361/street-list?from=api-depot
33362;SABLONS;33910;SABLONS;;https://adresse.data.gouv.fr/api/downloads/33362/street-list?from=api-depot
33363;SADIRAC;33670;SADIRAC;;https://adresse.data.gouv.fr/api/downloads/33363/street-list?from=api-depot
33364;SAILLANS;33141;SAILLANS;;https://adresse.data.gouv.fr/api/downloads/33364/street-list?from=api-depot
33365;ST AIGNAN;33126;ST AIGNAN;;https://adresse.data.gouv.fr/api/downloads/33365/street-list?from=api-depot
33366;ST ANDRE DE CUBZAC;33240;ST ANDRE DE CUBZAC;;https://adresse.data.gouv.fr/api/downloads/33366/street-list?from=api-depot
33367;ST ANDRE DU BOIS;33490;ST ANDRE DU BOIS;;https://adresse.data.gouv.fr/api/downloads/33367/street-list?from=api-depot
33369;ST ANDRE ET APPELLES;33220;ST ANDRE ET APPELLES;;https://adresse.data.gouv.fr/api/downloads/33369/street-list?from=api-depot
33370;ST ANDRONY;33390;ST ANDRONY;;https://adresse.data.gouv.fr/api/downloads/33370/street-list?from=api-depot
33372;ST ANTOINE DU QUEYRET;33790;ST ANTOINE DU QUEYRET;;https://adresse.data.gouv.fr/api/downloads/33372/street-list?from=api-depot
33373;ST ANTOINE SUR L ISLE;33660;ST ANTOINE SUR L ISLE;;https://adresse.data.gouv.fr/api/downloads/33373/street-list?from=api-depot
33374;ST AUBIN DE BLAYE;33820;ST AUBIN DE BLAYE;;https://adresse.data.gouv.fr/api/downloads/33374/street-list?from=api-depot
33375;ST AUBIN DE BRANNE;33420;ST AUBIN DE BRANNE;;https://adresse.data.gouv.fr/api/downloads/33375/street-list?from=api-depot
33376;ST AUBIN DE MEDOC;33160;ST AUBIN DE MEDOC;;https://adresse.data.gouv.fr/api/downloads/33376/street-list?from=api-depot
33377;ST AVIT DE SOULEGE;33220;ST AVIT DE SOULEGE;;https://adresse.data.gouv.fr/api/downloads/33377/street-list?from=api-depot
33378;ST AVIT ST NAZAIRE;33220;ST AVIT ST NAZAIRE;;https://adresse.data.gouv.fr/api/downloads/33378/street-list?from=api-depot
33378;ST AVIT ST NAZAIRE;33220;ST AVIT ST NAZAIRE;ST NAZAIRE;https://adresse.data.gouv.fr/api/downloads/33378/street-list?from=api-depot
33379;ST BRICE;33540;ST BRICE;;https://adresse.data.gouv.fr/api/downloads/33379/street-list?from=api-depot
33380;VAL DE LIVENNE;33820;VAL DE LIVENNE;ST CAPRAIS DE BLAYE;https://adresse.data.gouv.fr/api/downloads/33380/street-list?from=api-depot
33380;VAL DE LIVENNE;33860;VAL DE LIVENNE;MARCILLAC;https://adresse.data.gouv.fr/api/downloads/33380/street-list?from=api-depot
33381;ST CAPRAIS DE BORDEAUX;33880;ST CAPRAIS DE BORDEAUX;;https://adresse.data.gouv.fr/api/downloads/33381/street-list?from=api-depot
33382;ST CHRISTOLY DE BLAYE;33920;ST CHRISTOLY DE BLAYE;;https://adresse.data.gouv.fr/api/downloads/33382/street-list?from=api-depot
33383;ST CHRISTOLY MEDOC;33340;ST CHRISTOLY MEDOC;;https://adresse.data.gouv.fr/api/downloads/33383/street-list?from=api-depot
33384;ST CHRISTOPHE DES BARDES;33330;ST CHRISTOPHE DES BARDES;;https://adresse.data.gouv.fr/api/downloads/33384/street-list?from=api-depot
33385;ST CHRISTOPHE DE DOUBLE;33230;ST CHRISTOPHE DE DOUBLE;;https://adresse.data.gouv.fr/api/downloads/33385/street-list?from=api-depot
33386;ST CIBARD;33570;ST CIBARD;;https://adresse.data.gouv.fr/api/downloads/33386/street-list?from=api-depot
33387;ST CIERS D ABZAC;33910;ST CIERS D ABZAC;;https://adresse.data.gouv.fr/api/downloads/33387/street-list?from=api-depot
33388;ST CIERS DE CANESSE;33710;ST CIERS DE CANESSE;;https://adresse.data.gouv.fr/api/downloads/33388/street-list?from=api-depot
33389;ST CIERS SUR GIRONDE;33820;ST CIERS SUR GIRONDE;;https://adresse.data.gouv.fr/api/downloads/33389/street-list?from=api-depot
33390;STE COLOMBE;33350;STE COLOMBE;;https://adresse.data.gouv.fr/api/downloads/33390/street-list?from=api-depot
33391;ST COME;33430;ST COME;;https://adresse.data.gouv.fr/api/downloads/33391/street-list?from=api-depot
33392;STE CROIX DU MONT;33410;STE CROIX DU MONT;;https://adresse.data.gouv.fr/api/downloads/33392/street-list?from=api-depot
33393;ST DENIS DE PILE;33910;ST DENIS DE PILE;;https://adresse.data.gouv.fr/api/downloads/33393/street-list?from=api-depot
33394;ST EMILION;33330;ST EMILION;;https://adresse.data.gouv.fr/api/downloads/33394/street-list?from=api-depot
33395;ST ESTEPHE;33180;ST ESTEPHE;;https://adresse.data.gouv.fr/api/downloads/33395/street-list?from=api-depot
33396;ST ETIENNE DE LISSE;33330;ST ETIENNE DE LISSE;;https://adresse.data.gouv.fr/api/downloads/33396/street-list?from=api-depot
33397;STE EULALIE;33560;STE EULALIE;;https://adresse.data.gouv.fr/api/downloads/33397/street-list?from=api-depot
33398;ST EXUPERY;33190;ST EXUPERY;;https://adresse.data.gouv.fr/api/downloads/33398/street-list?from=api-depot
33399;ST FELIX DE FONCAUDE;33540;ST FELIX DE FONCAUDE;;https://adresse.data.gouv.fr/api/downloads/33399/street-list?from=api-depot
33400;ST FERME;33580;ST FERME;;https://adresse.data.gouv.fr/api/downloads/33400/street-list?from=api-depot
33401;STE FLORENCE;33350;STE FLORENCE;;https://adresse.data.gouv.fr/api/downloads/33401/street-list?from=api-depot
33402;STE FOY LA GRANDE;33220;STE FOY LA GRANDE;;https://adresse.data.gouv.fr/api/downloads/33402/street-list?from=api-depot
33403;STE FOY LA LONGUE;33490;STE FOY LA LONGUE;;https://adresse.data.gouv.fr/api/downloads/33403/street-list?from=api-depot
33404;STE GEMME;33580;STE GEMME;;https://adresse.data.gouv.fr/api/downloads/33404/street-list?from=api-depot
33405;ST GENES DE BLAYE;33390;ST GENES DE BLAYE;;https://adresse.data.gouv.fr/api/downloads/33405/street-list?from=api-depot
33406;ST GENES DE CASTILLON;33350;ST GENES DE CASTILLON;;https://adresse.data.gouv.fr/api/downloads/33406/street-list?from=api-depot
33407;ST GENES DE FRONSAC;33240;ST GENES DE FRONSAC;;https://adresse.data.gouv.fr/api/downloads/33407/street-list?from=api-depot
33408;ST GENES DE LOMBAUD;33670;ST GENES DE LOMBAUD;;https://adresse.data.gouv.fr/api/downloads/33408/street-list?from=api-depot
33411;ST GERMAIN DE GRAVE;33490;ST GERMAIN DE GRAVE;;https://adresse.data.gouv.fr/api/downloads/33411/street-list?from=api-depot
33412;ST GERMAIN D ESTEUIL;33340;ST GERMAIN D ESTEUIL;;https://adresse.data.gouv.fr/api/downloads/33412/street-list?from=api-depot
33413;ST GERMAIN DU PUCH;33750;ST GERMAIN DU PUCH;;https://adresse.data.gouv.fr/api/downloads/33413/street-list?from=api-depot
33414;ST GERMAIN DE LA RIVIERE;33240;ST GERMAIN DE LA RIVIERE;;https://adresse.data.gouv.fr/api/downloads/33414/street-list?from=api-depot
33415;ST GERVAIS;33240;ST GERVAIS;;https://adresse.data.gouv.fr/api/downloads/33415/street-list?from=api-depot
33416;ST GIRONS D AIGUEVIVES;33920;ST GIRONS D AIGUEVIVES;;https://adresse.data.gouv.fr/api/downloads/33416/street-list?from=api-depot
33417;STE HELENE;33480;STE HELENE;;https://adresse.data.gouv.fr/api/downloads/33417/street-list?from=api-depot
33418;ST HILAIRE DE LA NOAILLE;33190;ST HILAIRE DE LA NOAILLE;;https://adresse.data.gouv.fr/api/downloads/33418/street-list?from=api-depot
33419;ST HILAIRE DU BOIS;33540;ST HILAIRE DU BOIS;;https://adresse.data.gouv.fr/api/downloads/33419/street-list?from=api-depot
33420;ST HIPPOLYTE;33330;ST HIPPOLYTE;;https://adresse.data.gouv.fr/api/downloads/33420/street-list?from=api-depot
33421;ST JEAN DE BLAIGNAC;33420;ST JEAN DE BLAIGNAC;;https://adresse.data.gouv.fr/api/downloads/33421/street-list?from=api-depot
33422;ST JEAN D ILLAC;33127;ST JEAN D ILLAC;;https://adresse.data.gouv.fr/api/downloads/33422/street-list?from=api-depot
33423;ST JULIEN BEYCHEVELLE;33250;ST JULIEN BEYCHEVELLE;;https://adresse.data.gouv.fr/api/downloads/33423/street-list?from=api-depot
33424;ST LAURENT MEDOC;33112;ST LAURENT MEDOC;;https://adresse.data.gouv.fr/api/downloads/33424/street-list?from=api-depot
33425;ST LAURENT D ARCE;33240;ST LAURENT D ARCE;;https://adresse.data.gouv.fr/api/downloads/33425/street-list?from=api-depot
33426;ST LAURENT DES COMBES;33330;ST LAURENT DES COMBES;;https://adresse.data.gouv.fr/api/downloads/33426/street-list?from=api-depot
33427;ST LAURENT DU BOIS;33540;ST LAURENT DU BOIS;;https://adresse.data.gouv.fr/api/downloads/33427/street-list?from=api-depot
33428;ST LAURENT DU PLAN;33190;ST LAURENT DU PLAN;;https://adresse.data.gouv.fr/api/downloads/33428/street-list?from=api-depot
33429;ST LEGER DE BALSON;33113;ST LEGER DE BALSON;;https://adresse.data.gouv.fr/api/downloads/33429/street-list?from=api-depot
33431;ST LEON;33670;ST LEON;;https://adresse.data.gouv.fr/api/downloads/33431/street-list?from=api-depot
33432;ST LOUBERT;33210;ST LOUBERT;;https://adresse.data.gouv.fr/api/downloads/33432/street-list?from=api-depot
33433;ST LOUBES;33450;ST LOUBES;;https://adresse.data.gouv.fr/api/downloads/33433/street-list?from=api-depot
33434;ST LOUIS DE MONTFERRAND;33440;ST LOUIS DE MONTFERRAND;;https://adresse.data.gouv.fr/api/downloads/33434/street-list?from=api-depot
33435;ST MACAIRE;33490;ST MACAIRE;;https://adresse.data.gouv.fr/api/downloads/33435/street-list?from=api-depot
33436;ST MAGNE;33125;ST MAGNE;;https://adresse.data.gouv.fr/api/downloads/33436/street-list?from=api-depot
33437;ST MAGNE DE CASTILLON;33350;ST MAGNE DE CASTILLON;;https://adresse.data.gouv.fr/api/downloads/33437/street-list?from=api-depot
33438;ST MAIXANT;33490;ST MAIXANT;;https://adresse.data.gouv.fr/api/downloads/33438/street-list?from=api-depot
33439;ST MARIENS;33620;ST MARIENS;;https://adresse.data.gouv.fr/api/downloads/33439/street-list?from=api-depot
33440;ST MARTIAL;33490;ST MARTIAL;;https://adresse.data.gouv.fr/api/downloads/33440/street-list?from=api-depot
33441;ST MARTIN LACAUSSADE;33390;ST MARTIN LACAUSSADE;;https://adresse.data.gouv.fr/api/downloads/33441/street-list?from=api-depot
33442;ST MARTIN DE LAYE;33910;ST MARTIN DE LAYE;;https://adresse.data.gouv.fr/api/downloads/33442/street-list?from=api-depot
33443;ST MARTIN DE LERM;33540;ST MARTIN DE LERM;;https://adresse.data.gouv.fr/api/downloads/33443/street-list?from=api-depot
33444;ST MARTIN DE SESCAS;33490;ST MARTIN DE SESCAS;;https://adresse.data.gouv.fr/api/downloads/33444/street-list?from=api-depot
33445;ST MARTIN DU BOIS;33910;ST MARTIN DU BOIS;;https://adresse.data.gouv.fr/api/downloads/33445/street-list?from=api-depot
33446;ST MARTIN DU PUY;33540;ST MARTIN DU PUY;;https://adresse.data.gouv.fr/api/downloads/33446/street-list?from=api-depot
33447;ST MEDARD DE GUIZIERES;33230;ST MEDARD DE GUIZIERES;;https://adresse.data.gouv.fr/api/downloads/33447/street-list?from=api-depot
33448;ST MEDARD D EYRANS;33650;ST MEDARD D EYRANS;;https://adresse.data.gouv.fr/api/downloads/33448/street-list?from=api-depot
33449;ST MEDARD EN JALLES;33160;ST MEDARD EN JALLES;;https://adresse.data.gouv.fr/api/downloads/33449/street-list?from=api-depot
33450;ST MICHEL DE CASTELNAU;33840;ST MICHEL DE CASTELNAU;;https://adresse.data.gouv.fr/api/downloads/33450/street-list?from=api-depot
33451;ST MICHEL DE FRONSAC;33126;ST MICHEL DE FRONSAC;;https://adresse.data.gouv.fr/api/downloads/33451/street-list?from=api-depot
33452;ST MICHEL DE RIEUFRET;33720;ST MICHEL DE RIEUFRET;;https://adresse.data.gouv.fr/api/downloads/33452/street-list?from=api-depot
33453;ST MICHEL DE LAPUJADE;33190;ST MICHEL DE LAPUJADE;;https://adresse.data.gouv.fr/api/downloads/33453/street-list?from=api-depot
33454;ST MORILLON;33650;ST MORILLON;;https://adresse.data.gouv.fr/api/downloads/33454/street-list?from=api-depot
33456;ST PALAIS;33820;ST PALAIS;;https://adresse.data.gouv.fr/api/downloads/33456/street-list?from=api-depot
33457;ST PARDON DE CONQUES;33210;ST PARDON DE CONQUES;;https://adresse.data.gouv.fr/api/downloads/33457/street-list?from=api-depot
33458;ST PAUL;33390;ST PAUL;;https://adresse.data.gouv.fr/api/downloads/33458/street-list?from=api-depot
33459;ST PEY D ARMENS;33330;ST PEY D ARMENS;;https://adresse.data.gouv.fr/api/downloads/33459/street-list?from=api-depot
33460;ST PEY DE CASTETS;33350;ST PEY DE CASTETS;;https://adresse.data.gouv.fr/api/downloads/33460/street-list?from=api-depot
33461;ST PHILIPPE D AIGUILLE;33350;ST PHILIPPE D AIGUILLE;;https://adresse.data.gouv.fr/api/downloads/33461/street-list?from=api-depot
33462;ST PHILIPPE DU SEIGNAL;33220;ST PHILIPPE DU SEIGNAL;;https://adresse.data.gouv.fr/api/downloads/33462/street-list?from=api-depot
33463;ST PIERRE D AURILLAC;33490;ST PIERRE D AURILLAC;;https://adresse.data.gouv.fr/api/downloads/33463/street-list?from=api-depot
33464;ST PIERRE DE BAT;33760;ST PIERRE DE BAT;;https://adresse.data.gouv.fr/api/downloads/33464/street-list?from=api-depot
33465;ST PIERRE DE MONS;33210;ST PIERRE DE MONS;;https://adresse.data.gouv.fr/api/downloads/33465/street-list?from=api-depot
33466;ST QUENTIN DE BARON;33750;ST QUENTIN DE BARON;;https://adresse.data.gouv.fr/api/downloads/33466/street-list?from=api-depot
33467;ST QUENTIN DE CAPLONG;33220;ST QUENTIN DE CAPLONG;;https://adresse.data.gouv.fr/api/downloads/33467/street-list?from=api-depot
33468;STE RADEGONDE;33350;STE RADEGONDE;;https://adresse.data.gouv.fr/api/downloads/33468/street-list?from=api-depot
33470;ST ROMAIN LA VIRVEE;33240;ST ROMAIN LA VIRVEE;;https://adresse.data.gouv.fr/api/downloads/33470/street-list?from=api-depot
33471;ST SAUVEUR;33250;ST SAUVEUR;;https://adresse.data.gouv.fr/api/downloads/33471/street-list?from=api-depot
33472;ST SAUVEUR DE PUYNORMAND;33660;ST SAUVEUR DE PUYNORMAND;;https://adresse.data.gouv.fr/api/downloads/33472/street-list?from=api-depot
33473;ST SAVIN;33920;ST SAVIN;;https://adresse.data.gouv.fr/api/downloads/33473/street-list?from=api-depot
33474;ST SELVE;33650;ST SELVE;;https://adresse.data.gouv.fr/api/downloads/33474/street-list?from=api-depot
33475;ST SEURIN DE BOURG;33710;ST SEURIN DE BOURG;;https://adresse.data.gouv.fr/api/downloads/33475/street-list?from=api-depot
33476;ST SEURIN DE CADOURNE;33180;ST SEURIN DE CADOURNE;;https://adresse.data.gouv.fr/api/downloads/33476/street-list?from=api-depot
33477;ST SEURIN DE CURSAC;33390;ST SEURIN DE CURSAC;;https://adresse.data.gouv.fr/api/downloads/33477/street-list?from=api-depot
33478;ST SEURIN SUR L ISLE;33660;ST SEURIN SUR L ISLE;;https://adresse.data.gouv.fr/api/downloads/33478/street-list?from=api-depot
33479;ST SEVE;33190;ST SEVE;;https://adresse.data.gouv.fr/api/downloads/33479/street-list?from=api-depot
33480;ST SULPICE DE FALEYRENS;33330;ST SULPICE DE FALEYRENS;;https://adresse.data.gouv.fr/api/downloads/33480/street-list?from=api-depot
33481;ST SULPICE DE GUILLERAGUES;33580;ST SULPICE DE GUILLERAGUES;;https://adresse.data.gouv.fr/api/downloads/33481/street-list?from=api-depot
33482;ST SULPICE DE POMMIERS;33540;ST SULPICE DE POMMIERS;;https://adresse.data.gouv.fr/api/downloads/33482/street-list?from=api-depot
33483;ST SULPICE ET CAMEYRAC;33450;ST SULPICE ET CAMEYRAC;;https://adresse.data.gouv.fr/api/downloads/33483/street-list?from=api-depot
33484;ST SYMPHORIEN;33113;ST SYMPHORIEN;;https://adresse.data.gouv.fr/api/downloads/33484/street-list?from=api-depot
33485;STE TERRE;33350;STE TERRE;;https://adresse.data.gouv.fr/api/downloads/33485/street-list?from=api-depot
33486;ST TROJAN;33710;ST TROJAN;;https://adresse.data.gouv.fr/api/downloads/33486/street-list?from=api-depot
33487;ST VINCENT DE PAUL;33440;ST VINCENT DE PAUL;;https://adresse.data.gouv.fr/api/downloads/33487/street-list?from=api-depot
33488;ST VINCENT DE PERTIGNAS;33420;ST VINCENT DE PERTIGNAS;;https://adresse.data.gouv.fr/api/downloads/33488/street-list?from=api-depot
33489;ST VIVIEN DE BLAYE;33920;ST VIVIEN DE BLAYE;;https://adresse.data.gouv.fr/api/downloads/33489/street-list?from=api-depot
33490;ST VIVIEN DE MEDOC;33590;ST VIVIEN DE MEDOC;;https://adresse.data.gouv.fr/api/downloads/33490/street-list?from=api-depot
33491;ST VIVIEN DE MONSEGUR;33580;ST VIVIEN DE MONSEGUR;;https://adresse.data.gouv.fr/api/downloads/33491/street-list?from=api-depot
33492;ST YZAN DE SOUDIAC;33920;ST YZAN DE SOUDIAC;;https://adresse.data.gouv.fr/api/downloads/33492/street-list?from=api-depot
33493;ST YZANS DE MEDOC;33340;ST YZANS DE MEDOC;;https://adresse.data.gouv.fr/api/downloads/33493/street-list?from=api-depot
33494;SALAUNES;33160;SALAUNES;;https://adresse.data.gouv.fr/api/downloads/33494/street-list?from=api-depot
33496;SALLEBOEUF;33370;SALLEBOEUF;;https://adresse.data.gouv.fr/api/downloads/33496/street-list?from=api-depot
33498;SALLES;33770;SALLES;;https://adresse.data.gouv.fr/api/downloads/33498/street-list?from=api-depot
33499;LES SALLES DE CASTILLON;33350;LES SALLES DE CASTILLON;;https://adresse.data.gouv.fr/api/downloads/33499/street-list?from=api-depot
33500;SAMONAC;33710;SAMONAC;;https://adresse.data.gouv.fr/api/downloads/33500/street-list?from=api-depot
33501;SAUCATS;33650;SAUCATS;;https://adresse.data.gouv.fr/api/downloads/33501/street-list?from=api-depot
33502;SAUGON;33920;SAUGON;;https://adresse.data.gouv.fr/api/downloads/33502/street-list?from=api-depot
33503;SAUMOS;33680;SAUMOS;;https://adresse.data.gouv.fr/api/downloads/33503/street-list?from=api-depot
33504;SAUTERNES;33210;SAUTERNES;;https://adresse.data.gouv.fr/api/downloads/33504/street-list?from=api-depot
33505;LA SAUVE;33670;LA SAUVE;;https://adresse.data.gouv.fr/api/downloads/33505/street-list?from=api-depot
33506;SAUVETERRE DE GUYENNE;33540;SAUVETERRE DE GUYENNE;;https://adresse.data.gouv.fr/api/downloads/33506/street-list?from=api-depot
33507;SAUVIAC;33430;SAUVIAC;;https://adresse.data.gouv.fr/api/downloads/33507/street-list?from=api-depot
33508;SAVIGNAC;33124;SAVIGNAC;;https://adresse.data.gouv.fr/api/downloads/33508/street-list?from=api-depot
33509;SAVIGNAC DE L ISLE;33910;SAVIGNAC DE L ISLE;;https://adresse.data.gouv.fr/api/downloads/33509/street-list?from=api-depot
33510;SEMENS;33490;SEMENS;;https://adresse.data.gouv.fr/api/downloads/33510/street-list?from=api-depot
33511;SENDETS;33690;SENDETS;;https://adresse.data.gouv.fr/api/downloads/33511/street-list?from=api-depot
33512;SIGALENS;33690;SIGALENS;;https://adresse.data.gouv.fr/api/downloads/33512/street-list?from=api-depot
33513;SILLAS;33690;SILLAS;;https://adresse.data.gouv.fr/api/downloads/33513/street-list?from=api-depot
33514;SOULAC SUR MER;33780;SOULAC SUR MER;;https://adresse.data.gouv.fr/api/downloads/33514/street-list?from=api-depot
33515;SOULIGNAC;33760;SOULIGNAC;;https://adresse.data.gouv.fr/api/downloads/33515/street-list?from=api-depot
33516;SOUSSAC;33790;SOUSSAC;;https://adresse.data.gouv.fr/api/downloads/33516/street-list?from=api-depot
33517;SOUSSANS;33460;SOUSSANS;;https://adresse.data.gouv.fr/api/downloads/33517/street-list?from=api-depot
33518;TABANAC;33550;TABANAC;;https://adresse.data.gouv.fr/api/downloads/33518/street-list?from=api-depot
33519;LE TAILLAN MEDOC;33320;LE TAILLAN MEDOC;;https://adresse.data.gouv.fr/api/downloads/33519/street-list?from=api-depot
33520;TAILLECAVAT;33580;TAILLECAVAT;;https://adresse.data.gouv.fr/api/downloads/33520/street-list?from=api-depot
33521;TALAIS;33590;TALAIS;;https://adresse.data.gouv.fr/api/downloads/33521/street-list?from=api-depot
33522;TALENCE;33400;TALENCE;;https://adresse.data.gouv.fr/api/downloads/33522/street-list?from=api-depot
33523;TARGON;33760;TARGON;;https://adresse.data.gouv.fr/api/downloads/33523/street-list?from=api-depot
33524;TARNES;33240;TARNES;;https://adresse.data.gouv.fr/api/downloads/33524/street-list?from=api-depot
33525;TAURIAC;33710;TAURIAC;;https://adresse.data.gouv.fr/api/downloads/33525/street-list?from=api-depot
33526;TAYAC;33570;TAYAC;;https://adresse.data.gouv.fr/api/downloads/33526/street-list?from=api-depot
33527;LE TEICH;33470;LE TEICH;;https://adresse.data.gouv.fr/api/downloads/33527/street-list?from=api-depot
33528;LE TEMPLE;33680;LE TEMPLE;;https://adresse.data.gouv.fr/api/downloads/33528/street-list?from=api-depot
33529;LA TESTE DE BUCH;33115;LA TESTE DE BUCH;PYLA PLAGE;https://adresse.data.gouv.fr/api/downloads/33529/street-list?from=api-depot
33529;LA TESTE DE BUCH;33115;LA TESTE DE BUCH;PYLA SUR MER;https://adresse.data.gouv.fr/api/downloads/33529/street-list?from=api-depot
33529;LA TESTE DE BUCH;33260;LA TESTE DE BUCH;;https://adresse.data.gouv.fr/api/downloads/33529/street-list?from=api-depot
33529;LA TESTE DE BUCH;33260;LA TESTE DE BUCH;CAZAUX;https://adresse.data.gouv.fr/api/downloads/33529/street-list?from=api-depot
33530;TEUILLAC;33710;TEUILLAC;;https://adresse.data.gouv.fr/api/downloads/33530/street-list?from=api-depot
33531;TIZAC DE CURTON;33420;TIZAC DE CURTON;;https://adresse.data.gouv.fr/api/downloads/33531/street-list?from=api-depot
33532;TIZAC DE LAPOUYADE;33620;TIZAC DE LAPOUYADE;;https://adresse.data.gouv.fr/api/downloads/33532/street-list?from=api-depot
33533;TOULENNE;33210;TOULENNE;;https://adresse.data.gouv.fr/api/downloads/33533/street-list?from=api-depot
33534;LE TOURNE;33550;LE TOURNE;;https://adresse.data.gouv.fr/api/downloads/33534/street-list?from=api-depot
33535;TRESSES;33370;TRESSES;;https://adresse.data.gouv.fr/api/downloads/33535/street-list?from=api-depot
33536;LE TUZAN;33125;LE TUZAN;;https://adresse.data.gouv.fr/api/downloads/33536/street-list?from=api-depot
33537;UZESTE;33730;UZESTE;;https://adresse.data.gouv.fr/api/downloads/33537/street-list?from=api-depot
33538;VALEYRAC;33340;VALEYRAC;;https://adresse.data.gouv.fr/api/downloads/33538/street-list?from=api-depot
33539;VAYRES;33870;VAYRES;;https://adresse.data.gouv.fr/api/downloads/33539/street-list?from=api-depot
33540;VENDAYS MONTALIVET;33930;VENDAYS MONTALIVET;;https://adresse.data.gouv.fr/api/downloads/33540/street-list?from=api-depot
