Code Postal / CEDEX;Libellé;Code INSEE;Type de code;Nom de la commune;Nom du département;NOM EPCI;Nom de la région
84901;AVIGNON CEDEX 9;84007;Code CEDEX;Avignon;VAUCLUSE;CA du Grand Avignon (COGA);PROVENCE-ALPES-COTE D'AZUR
89002;AUXERRE CEDEX;89346;Code CEDEX;Saint-Georges-sur-Baulche;YONNE;CA de l'Auxerrois;BOURGOGNE-FRANCHE-COMTE
89002;AUXERRE CEDEX;89024;Code CEDEX;Auxerre;YONNE;CA de l'Auxerrois;BOURGOGNE-FRANCHE-COMTE
91312;MONTLHERY CEDEX;91425;Code CEDEX;Montlhéry;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
91312;MONTLHERY CEDEX;91347;Code CEDEX;Longpont-sur-Orge;ESSONNE;CA Coeur d'Essonne Agglomération;ILE-DE-FRANCE
91312;MONTLHERY CEDEX;91339;Code CEDEX;Linas;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
91885;MASSY CEDEX;91377;Code CEDEX;Massy;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
93699;PANTIN CEDEX;93055;Code CEDEX;Pantin;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
94566;RUNGIS CEDEX 2;94021;Code CEDEX;Chevilly-Larue;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
33001;BORDEAUX CEDEX;33063;Code CEDEX;Bordeaux;GIRONDE;Bordeaux Métropole;NOUVELLE-AQUITAINE
34056;MONTPELLIER CEDEX 1;34172;Code CEDEX;Montpellier;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
44405;REZE CEDEX;44143;Code CEDEX;Rezé;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
60010;BEAUVAIS CEDEX;60057;Code CEDEX;Beauvais;OISE;CA du Beauvaisis;HAUTS-DE-FRANCE
62608;BERCK CEDEX;62108;Code CEDEX;Berck;PAS-DE-CALAIS;CA des Deux Baies en Montreuillois;HAUTS-DE-FRANCE
67603;SELESTAT CEDEX;67073;Code CEDEX;Châtenois;BAS-RHIN;CC de Sélestat;GRAND EST
67603;SELESTAT CEDEX;67196;Code CEDEX;Hilsenheim;BAS-RHIN;CC du Ried de Marckolsheim;GRAND EST
67603;SELESTAT CEDEX;67462;Code CEDEX;Sélestat;BAS-RHIN;CC de Sélestat;GRAND EST
73079;CHAMBERY CEDEX;73065;Code CEDEX;Chambéry;SAVOIE;CA du Grand Chambéry;AUVERGNE-RHONE-ALPES
76057;LE HAVRE CEDEX;76351;Code CEDEX;Le Havre;SEINE-MARITIME;CU Le Havre Seine Métropole;NORMANDIE
84905;AVIGNON CEDEX 9;84007;Code CEDEX;Avignon;VAUCLUSE;CA du Grand Avignon (COGA);PROVENCE-ALPES-COTE D'AZUR
93315;LE PRE ST GERVAIS CEDEX;93061;Code CEDEX;Le Pré-Saint-Gervais;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
93536;LA PLAINE ST DENIS CEDEX;93001;Code CEDEX;Aubervilliers;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
93536;AUBERVILLIERS CEDEX;93001;Code CEDEX;Aubervilliers;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
95074;CERGY PONTOISE CEDEX 1;95572;Code CEDEX;Saint-Ouen-l'Aumône;VAL-D'OISE;CA de Cergy-Pontoise;ILE-DE-FRANCE
29284;BREST CEDEX 3;29019;Code CEDEX;Brest;FINISTERE;Brest Métropole;BRETAGNE
35011;RENNES CEDEX;35238;Code CEDEX;Rennes;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
38554;ST MAURICE L EXIL CEDEX;38425;Code CEDEX;Saint-Maurice-l'Exil;ISERE;CC Entre Bièvre et Rhône;AUVERGNE-RHONE-ALPES
38554;ST MAURICE L EXIL CEDEX;38072;Code CEDEX;Chanas;ISERE;CC Entre Bièvre et Rhône;AUVERGNE-RHONE-ALPES
44093;NANTES CEDEX 1;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
50012;ST LO CEDEX;50502;Code CEDEX;Saint-Lô;MANCHE;CA Saint-Lô Agglo;NORMANDIE
59658;VILLENEUVE D ASCQ CEDEX;59009;Code CEDEX;Villeneuve-d'Ascq;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
59933;LA CHAPELLE D ARMENTIERES CEDEX;59143;Code CEDEX;La Chapelle-d'Armentières;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
59933;LA CHAPELLE D ARMENTIERES CEDEX;59088;Code CEDEX;Bois-Grenier;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
66015;PERPIGNAN CEDEX;66136;Code CEDEX;Perpignan;PYRENEES-ORIENTALES;CU Perpignan Méditerranée Métropole;OCCITANIE
69365;LYON CEDEX 07;69387;Code CEDEX;;;;
75140;PARIS CEDEX 03;75103;Code CEDEX;;;;
76045;ROUEN CEDEX;76540;Code CEDEX;Rouen;SEINE-MARITIME;Métropole Rouen Normandie;NORMANDIE
95122;ERMONT CEDEX;95219;Code CEDEX;Ermont;VAL-D'OISE;CA Val Parisis;ILE-DE-FRANCE
51673;REIMS CEDEX;51454;Code CEDEX;Reims;MARNE;CU du Grand Reims;GRAND EST
55020;BAR LE DUC CEDEX;55029;Code CEDEX;Bar-le-Duc;MEUSE;CA de Bar-le-Duc - Sud Meuse;GRAND EST
78204;MANTES LA JOLIE CEDEX;78361;Code CEDEX;Mantes-la-Jolie;YVELINES;CU Grand Paris Seine et Oise;ILE-DE-FRANCE
81106;CASTRES CEDEX;81065;Code CEDEX;Castres;TARN;CA de Castres Mazamet;OCCITANIE
97257;FORT DE FRANCE CEDEX;97209;Code CEDEX;Fort-de-France;MARTINIQUE;CA du Centre de la Martinique;MARTINIQUE
45035;ORLEANS CEDEX 1;45234;Code CEDEX;Orléans;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
51555;CHALONS EN CHAMPAGNE CEDEX;51099;Code CEDEX;Bussy-Lettrée;MARNE;CA de Châlons-en-Champagne;GRAND EST
63175;AUBIERE CEDEX;63014;Code CEDEX;Aubière;PUY-DE-DOME;Clermont Auvergne Métropole;AUVERGNE-RHONE-ALPES
11402;CASTELNAUDARY CEDEX;11076;Code CEDEX;Castelnaudary;AUDE;CC Castelnaudary Lauragais Audois;OCCITANIE
31040;TOULOUSE CEDEX 6;31555;Code CEDEX;Toulouse;HAUTE-GARONNE;Toulouse Métropole;OCCITANIE
46101;FIGEAC CEDEX;46102;Code CEDEX;Figeac;LOT;CC Grand-Figeac;OCCITANIE
46101;FIGEAC CEDEX;46175;Code CEDEX;Lissac-et-Mouret;LOT;CC Grand-Figeac;OCCITANIE
52202;LANGRES CEDEX;52269;Code CEDEX;Langres;HAUTE-MARNE;CC du Grand Langres;GRAND EST
52202;LANGRES CEDEX;52449;Code CEDEX;Saints-Geosmes;HAUTE-MARNE;CC du Grand Langres;GRAND EST
62002;ARRAS CEDEX;62041;Code CEDEX;Arras;PAS-DE-CALAIS;CU d'Arras;HAUTS-DE-FRANCE
67404;ILLKIRCH CEDEX;67152;Code CEDEX;Geispolsheim;BAS-RHIN;Eurométropole de Strasbourg;GRAND EST
67404;ILLKIRCH CEDEX;67218;Code CEDEX;Illkirch-Graffenstaden;BAS-RHIN;Eurométropole de Strasbourg;GRAND EST
69444;LYON CEDEX 03;69383;Code CEDEX;;;;
78148;VELIZY VILLACOUBLAY CEDEX;78640;Code CEDEX;Vélizy-Villacoublay;YVELINES;CA Versailles Grand Parc (CAVGP);ILE-DE-FRANCE
84502;BOLLENE CEDEX;84019;Code CEDEX;Bollène;VAUCLUSE;CC Rhône Lez Provence;PROVENCE-ALPES-COTE D'AZUR
89093;SENS CEDEX;89387;Code CEDEX;Sens;YONNE;CA du Grand Sénonais;BOURGOGNE-FRANCHE-COMTE
19201;USSEL CEDEX;19275;Code CEDEX;Ussel;CORREZE;CC Haute-Corrèze Communauté;NOUVELLE-AQUITAINE
32003;AUCH CEDEX;32013;Code CEDEX;Auch;GERS;CA Grand Auch Coeur de Gascogne;OCCITANIE
32003;AUCH CEDEX;32307;Code CEDEX;Pavie;GERS;CA Grand Auch Coeur de Gascogne;OCCITANIE
37016;TOURS CEDEX 1;37261;Code CEDEX;Tours;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
37016;TOURS CEDEX 1;37214;Code CEDEX;Saint-Cyr-sur-Loire;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
13668;SALON DE PROVENCE CEDEX;13103;Code CEDEX;Salon-de-Provence;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
17039;LA ROCHELLE CEDEX 1;17274;Code CEDEX;Périgny;CHARENTE-MARITIME;CA de La Rochelle;NOUVELLE-AQUITAINE
24012;PERIGUEUX CEDEX;24322;Code CEDEX;Périgueux;DORDOGNE;CA Le Grand Périgueux;NOUVELLE-AQUITAINE
42024;ST ETIENNE CEDEX 2;42218;Code CEDEX;Saint-Étienne;LOIRE;Saint-Etienne Métropole;AUVERGNE-RHONE-ALPES
59326;VALENCIENNES CEDEX;59032;Code CEDEX;Aulnoy-lez-Valenciennes;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
59326;VALENCIENNES CEDEX;59606;Code CEDEX;Valenciennes;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
62902;COQUELLES CEDEX;62239;Code CEDEX;Coquelles;PAS-DE-CALAIS;CA du Calaisis;HAUTS-DE-FRANCE
76131;MONT ST AIGNAN CEDEX;76451;Code CEDEX;Mont-Saint-Aignan;SEINE-MARITIME;Métropole Rouen Normandie;NORMANDIE
69317;LYON CEDEX 04;69384;Code CEDEX;;;;
75367;PARIS CEDEX 08;75108;Code CEDEX;;;;
77837;OZOIR LA FERRIERE CEDEX;77350;Code CEDEX;Ozoir-la-Ferrière;SEINE-ET-MARNE;CC Les Portes Briardes Entre Villes et Forêts;ILE-DE-FRANCE
85303;CHALLANS CEDEX;85284;Code CEDEX;Soullans;VENDEE;CC Océan Marais de Monts;PAYS DE LA LOIRE
85303;CHALLANS CEDEX;85047;Code CEDEX;Challans;VENDEE;CC Challans-Gois Communauté;PAYS DE LA LOIRE
87008;LIMOGES CEDEX 1;87085;Code CEDEX;Limoges;HAUTE-VIENNE;CU Limoges Métropole;NOUVELLE-AQUITAINE
94033;CRETEIL CEDEX;94028;Code CEDEX;Créteil;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
95151;TAVERNY CEDEX;95607;Code CEDEX;Taverny;VAL-D'OISE;CA Val Parisis;ILE-DE-FRANCE
17030;LA ROCHELLE CEDEX 1;17300;Code CEDEX;La Rochelle;CHARENTE-MARITIME;CA de La Rochelle;NOUVELLE-AQUITAINE
22203;GUINGAMP CEDEX;22223;Code CEDEX;Plouisy;COTES-D'ARMOR;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;BRETAGNE
22203;GUINGAMP CEDEX;22225;Code CEDEX;Ploumagoar;COTES-D'ARMOR;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;BRETAGNE
22203;GUINGAMP CEDEX;22070;Code CEDEX;Guingamp;COTES-D'ARMOR;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;BRETAGNE
41007;BLOIS CEDEX;41018;Code CEDEX;Blois;LOIR-ET-CHER;CA de Blois ''Agglopolys'';CENTRE-VAL DE LOIRE
41007;BLOIS CEDEX;41047;Code CEDEX;La Chaussée-Saint-Victor;LOIR-ET-CHER;CA de Blois ''Agglopolys'';CENTRE-VAL DE LOIRE
70303;LUXEUIL LES BAINS CEDEX;70311;Code CEDEX;Luxeuil-les-Bains;HAUTE-SAONE;CC du Pays de Luxeuil;BOURGOGNE-FRANCHE-COMTE
29211;BREST CEDEX 1;29019;Code CEDEX;Brest;FINISTERE;Brest Métropole;BRETAGNE
33341;LESPARRE MEDOC CEDEX;33177;Code CEDEX;Gaillan-en-Médoc;GIRONDE;CC Médoc Coeur de Presqu'île;NOUVELLE-AQUITAINE
33341;LESPARRE MEDOC CEDEX;33240;Code CEDEX;Lesparre-Médoc;GIRONDE;CC Médoc Coeur de Presqu'île;NOUVELLE-AQUITAINE
33341;LESPARRE MEDOC CEDEX;33412;Code CEDEX;Saint-Germain-d'Esteuil;GIRONDE;CC Médoc Coeur de Presqu'île;NOUVELLE-AQUITAINE
57054;METZ CEDEX 02;57463;Code CEDEX;Metz;MOSELLE;Metz Métropole;GRAND EST
57054;METZ CEDEX 02;57545;Code CEDEX;Plappeville;MOSELLE;Metz Métropole;GRAND EST
66043;PERPIGNAN CEDEX;66136;Code CEDEX;Perpignan;PYRENEES-ORIENTALES;CU Perpignan Méditerranée Métropole;OCCITANIE
67125;MOLSHEIM CEDEX;67300;Code CEDEX;Molsheim;BAS-RHIN;CC de la Région de Molsheim-Mutzig;GRAND EST
74405;CHAMONIX MONT BLANC CEDEX;74056;Code CEDEX;Chamonix-Mont-Blanc;HAUTE-SAVOIE;CC de la Vallée de Chamonix-Mont-Blanc;AUVERGNE-RHONE-ALPES
91028;EVRY CEDEX;91340;Code CEDEX;Lisses;ESSONNE;CA Grand Paris Sud Seine Essonne Sénart;ILE-DE-FRANCE
78311;MAUREPAS CEDEX;78383;Code CEDEX;Maurepas;YVELINES;CA de Saint Quentin en Yvelines;ILE-DE-FRANCE
88014;EPINAL CEDEX;88160;Code CEDEX;Épinal;VOSGES;CA d'Epinal;GRAND EST
92010;NANTERRE CEDEX;92050;Code CEDEX;Nanterre;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
11850;CARCASSONNE CEDEX 9;11069;Code CEDEX;Carcassonne;AUDE;CA Carcassonne Agglo;OCCITANIE
25051;BESANCON CEDEX;25056;Code CEDEX;Besançon;DOUBS;CA du Grand Besançon;BOURGOGNE-FRANCHE-COMTE
45019;ORLEANS CEDEX 1;45234;Code CEDEX;Orléans;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
93521;ST DENIS CEDEX;93066;Code CEDEX;Saint-Denis;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
94742;ARCUEIL CEDEX;94003;Code CEDEX;Arcueil;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
95605;EAUBONNE CEDEX;95203;Code CEDEX;Eaubonne;VAL-D'OISE;CA Val Parisis;ILE-DE-FRANCE
97461;ST DENIS CEDEX;97408;Code CEDEX;La Possession;LA REUNION;CA Territoire de la Côte Ouest (Tco);LA REUNION
97461;ST DENIS CEDEX;97411;Code CEDEX;Saint-Denis;LA REUNION;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION
6902;SOPHIA ANTIPOLIS CEDEX;6152;Code CEDEX;Valbonne;ALPES-MARITIMES;CA de Sophia Antipolis;PROVENCE-ALPES-COTE D'AZUR
6902;SOPHIA ANTIPOLIS CEDEX;6018;Code CEDEX;Biot;ALPES-MARITIMES;CA de Sophia Antipolis;PROVENCE-ALPES-COTE D'AZUR
6902;SOPHIA ANTIPOLIS CEDEX;6155;Code CEDEX;Vallauris;ALPES-MARITIMES;CA de Sophia Antipolis;PROVENCE-ALPES-COTE D'AZUR
13083;AIX EN PROVENCE CEDEX 2;13001;Code CEDEX;Aix-en-Provence;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
13472;MARSEILLE CEDEX 02;13202;Code CEDEX;;;;
17204;ROYAN CEDEX;17248;Code CEDEX;Mortagne-sur-Gironde;CHARENTE-MARITIME;CA Royan Atlantique;NOUVELLE-AQUITAINE
17204;ROYAN CEDEX;17306;Code CEDEX;Royan;CHARENTE-MARITIME;CA Royan Atlantique;NOUVELLE-AQUITAINE
20298;BASTIA CEDEX;2B033;Code CEDEX;Bastia;HAUTE-CORSE;CA de Bastia;CORSE
20298;BASTIA CEDEX;2B298;Code CEDEX;Saint-Florent;HAUTE-CORSE;CC Nebbiu - Conca d'Oro;CORSE
26105;ROMANS SUR ISERE CEDEX;26281;Code CEDEX;Romans-sur-Isère;DROME;CA Valence Romans Agglo;AUVERGNE-RHONE-ALPES
34075;MONTPELLIER CEDEX 3;34172;Code CEDEX;Montpellier;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
34172;CASTELNAU LE LEZ CEDEX;34022;Code CEDEX;Baillargues;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
34172;CASTELNAU LE LEZ CEDEX;34057;Code CEDEX;Castelnau-le-Lez;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
34984;ST GELY DU FESC CEDEX;34247;Code CEDEX;Saint-Clément-de-Rivière;HERAULT;CC du Grand Pic Saint-Loup;OCCITANIE
35051;RENNES CEDEX 9;35238;Code CEDEX;Rennes;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
44802;ST HERBLAIN CEDEX;44162;Code CEDEX;Saint-Herblain;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
49484;ST SYLVAIN D ANJOU CEDEX;49323;Code CEDEX;Verrières-en-Anjou;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
58027;NEVERS CEDEX;58194;Code CEDEX;Nevers;NIEVRE;CA de Nevers;BOURGOGNE-FRANCHE-COMTE
58201;COSNE COURS SUR LOIRE CEDEX;58086;Code CEDEX;Cosne-Cours-sur-Loire;NIEVRE;CC Loire, Vignobles et Nohain;BOURGOGNE-FRANCHE-COMTE
67039;STRASBOURG CEDEX 2;67482;Code CEDEX;Strasbourg;BAS-RHIN;Eurométropole de Strasbourg;GRAND EST
10371;VILLENAUXE LA GRANDE CEDEX;10420;Code CEDEX;Villenauxe-la-Grande;AUBE;CC du Nogentais;GRAND EST
29678;MORLAIX CEDEX;29254;Code CEDEX;Saint-Martin-des-Champs;FINISTERE;CA Morlaix Communauté;BRETAGNE
29678;MORLAIX CEDEX;29151;Code CEDEX;Morlaix;FINISTERE;CA Morlaix Communauté;BRETAGNE
33036;BORDEAUX CEDEX;33063;Code CEDEX;Bordeaux;GIRONDE;Bordeaux Métropole;NOUVELLE-AQUITAINE
35412;ST MALO CEDEX;35288;Code CEDEX;Saint-Malo;ILLE-ET-VILAINE;CA du Pays de Saint Malo Agglomération;BRETAGNE
59048;LILLE CEDEX;59350;Code CEDEX;Lille;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
59462;LOMME CEDEX;59350;Code CEDEX;Lille;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
59581;MARLY CEDEX;59383;Code CEDEX;Marly;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
62009;ARRAS CEDEX;62041;Code CEDEX;Arras;PAS-DE-CALAIS;CU d'Arras;HAUTS-DE-FRANCE
64015;PAU CEDEX;64445;Code CEDEX;Pau;PYRENEES-ATLANTIQUES;CA Pau Béarn Pyrénées;NOUVELLE-AQUITAINE
75446;PARIS CEDEX 09;75109;Code CEDEX;;;;
43201;YSSINGEAUX CEDEX;43268;Code CEDEX;Yssingeaux;HAUTE-LOIRE;CC des Sucs;AUVERGNE-RHONE-ALPES
2406;CHATEAU THIERRY CEDEX;2292;Code CEDEX;Étampes-sur-Marne;AISNE;CA de la Région de Château-Thierry;HAUTS-DE-FRANCE
2406;CHATEAU THIERRY CEDEX;2168;Code CEDEX;Château-Thierry;AISNE;CA de la Région de Château-Thierry;HAUTS-DE-FRANCE
2406;CHATEAU THIERRY CEDEX;2105;Code CEDEX;Bouresches;AISNE;CA de la Région de Château-Thierry;HAUTS-DE-FRANCE
13658;SALON DE PROVENCE CEDEX;13103;Code CEDEX;Salon-de-Provence;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
14075;CAEN CEDEX 5;14118;Code CEDEX;Caen;CALVADOS;CU Caen la Mer;NORMANDIE
37926;TOURS CEDEX 9;37261;Code CEDEX;Tours;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
58010;NEVERS CEDEX;58194;Code CEDEX;Nevers;NIEVRE;CA de Nevers;BOURGOGNE-FRANCHE-COMTE
68005;COLMAR CEDEX;68066;Code CEDEX;Colmar;HAUT-RHIN;CA Colmar Agglomération;GRAND EST
71333;CHALON SUR SAONE CEDEX;71076;Code CEDEX;Chalon-sur-Saône;SAONE-ET-LOIRE;CA Le Grand Chalon;BOURGOGNE-FRANCHE-COMTE
84043;AVIGNON CEDEX 9;84007;Code CEDEX;Avignon;VAUCLUSE;CA du Grand Avignon (COGA);PROVENCE-ALPES-COTE D'AZUR
92747;NANTERRE CEDEX;92050;Code CEDEX;Nanterre;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
7203;AUBENAS CEDEX;7019;Code CEDEX;Aubenas;ARDECHE;CC du Bassin d'Aubenas;AUVERGNE-RHONE-ALPES
7203;AUBENAS CEDEX;7254;Code CEDEX;Saint-Julien-du-Serre;ARDECHE;CC du Bassin d'Aubenas;AUVERGNE-RHONE-ALPES
9301;LAVELANET CEDEX;9160;Code CEDEX;Lavelanet;ARIEGE;CC du Pays d'Olmes;OCCITANIE
9301;LAVELANET CEDEX;9157;Code CEDEX;Laroque-d'Olmes;ARIEGE;CC du Pays d'Olmes;OCCITANIE
9301;LAVELANET CEDEX;9043;Code CEDEX;La Bastide-sur-l'Hers;ARIEGE;CC du Pays de Mirepoix;OCCITANIE
9301;LAVELANET CEDEX;9161;Code CEDEX;Léran;ARIEGE;CC du Pays de Mirepoix;OCCITANIE
9301;LAVELANET CEDEX;9305;Code CEDEX;Tabre;ARIEGE;CC du Pays d'Olmes;OCCITANIE
9301;LAVELANET CEDEX;9229;Code CEDEX;Le Peyrat;ARIEGE;CC du Pays de Mirepoix;OCCITANIE
33074;BORDEAUX CEDEX;33063;Code CEDEX;Bordeaux;GIRONDE;Bordeaux Métropole;NOUVELLE-AQUITAINE
35921;RENNES CEDEX;35238;Code CEDEX;Rennes;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
35921;RENNES CEDEX;35353;Code CEDEX;Vezin-le-Coquet;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
38011;GRENOBLE CEDEX 1;38185;Code CEDEX;Grenoble;ISERE;Grenoble-Alpes-Métropole;AUVERGNE-RHONE-ALPES
57015;METZ CEDEX 01;57463;Code CEDEX;Metz;MOSELLE;Metz Métropole;GRAND EST
57801;FREYMING MERLEBACH CEDEX;57240;Code CEDEX;Freyming-Merlebach;MOSELLE;CC de Freyming-Merlebach;GRAND EST
57801;FREYMING MERLEBACH CEDEX;57144;Code CEDEX;Cocheren;MOSELLE;CA de Forbach Porte de France;GRAND EST
62451;BAPAUME CEDEX;62080;Code CEDEX;Bapaume;PAS-DE-CALAIS;CC du Sud-Artois;HAUTS-DE-FRANCE
75270;PARIS CEDEX 06;75106;Code CEDEX;;;;
75270;PARIS CEDEX 06;75107;Code CEDEX;;;;
75527;PARIS CEDEX 11;75111;Code CEDEX;;;;
75584;PARIS CEDEX 12;75112;Code CEDEX;;;;
92212;ST CLOUD CEDEX;92064;Code CEDEX;Saint-Cloud;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
9004;FOIX CEDEX;9138;Code CEDEX;L'Herm;ARIEGE;CA Pays Foix-Varilhes;OCCITANIE
9004;FOIX CEDEX;9122;Code CEDEX;Foix;ARIEGE;CA Pays Foix-Varilhes;OCCITANIE
63005;CLERMONT FERRAND CEDEX 1;63113;Code CEDEX;Clermont-Ferrand;PUY-DE-DOME;Clermont Auvergne Métropole;AUVERGNE-RHONE-ALPES
64102;BAYONNE CEDEX;64102;Code CEDEX;Bayonne;PYRENEES-ATLANTIQUES;CA du Pays Basque;NOUVELLE-AQUITAINE
69202;LYON CEDEX 01;69382;Code CEDEX;;;;
69202;LYON CEDEX 01;69381;Code CEDEX;;;;
78531;BUC CEDEX;78117;Code CEDEX;Buc;YVELINES;CA Versailles Grand Parc (CAVGP);ILE-DE-FRANCE
93456;LA PLAINE ST DENIS CEDEX;93066;Code CEDEX;Saint-Denis;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
13916;MARSEILLE CEDEX 15;13215;Code CEDEX;;;;
17285;PUILBOREAU CEDEX;17291;Code CEDEX;Puilboreau;CHARENTE-MARITIME;CA de La Rochelle;NOUVELLE-AQUITAINE
21207;BEAUNE CEDEX;21054;Code CEDEX;Beaune;COTE-D'OR;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;BOURGOGNE-FRANCHE-COMTE
31069;TOULOUSE CEDEX 7;31555;Code CEDEX;Toulouse;HAUTE-GARONNE;Toulouse Métropole;OCCITANIE
49047;ANGERS CEDEX 01;49007;Code CEDEX;Angers;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
49073;BEAUCOUZE CEDEX;49020;Code CEDEX;Beaucouzé;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
51306;VITRY LE FRANCOIS CEDEX;51649;Code CEDEX;Vitry-le-François;MARNE;CC de Vitry, Champagne et Der;GRAND EST
55010;BAR LE DUC CEDEX;55029;Code CEDEX;Bar-le-Duc;MEUSE;CA de Bar-le-Duc - Sud Meuse;GRAND EST
69388;LYON CEDEX 08;69388;Code CEDEX;;;;
79103;THOUARS CEDEX;79157;Code CEDEX;Louzy;DEUX-SEVRES;CC du Thouarsais;NOUVELLE-AQUITAINE
79103;THOUARS CEDEX;79329;Code CEDEX;Thouars;DEUX-SEVRES;CC du Thouarsais;NOUVELLE-AQUITAINE
86980;FUTUROSCOPE CEDEX;86062;Code CEDEX;Chasseneuil-du-Poitou;VIENNE;CU du Grand Poitiers;NOUVELLE-AQUITAINE
13547;AIX EN PROVENCE CEDEX 4;13001;Code CEDEX;Aix-en-Provence;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
30039;NIMES CEDEX 1;30189;Code CEDEX;Nîmes;GARD;CA de Nîmes Métropole;OCCITANIE
40022;MONT DE MARSAN CEDEX;40192;Code CEDEX;Mont-de-Marsan;LANDES;CA Mont de Marsan Agglomération;NOUVELLE-AQUITAINE
47204;MARMANDE CEDEX;47157;Code CEDEX;Marmande;LOT-ET-GARONNE;CA Val de Garonne Agglomération;NOUVELLE-AQUITAINE
51678;REIMS CEDEX 2;51172;Code CEDEX;Cormontreuil;MARNE;CU du Grand Reims;GRAND EST
60208;COMPIEGNE CEDEX;60338;Code CEDEX;Lacroix-Saint-Ouen;OISE;CA de la Région de Compiègne et de la Basse Automne;HAUTS-DE-FRANCE
60208;COMPIEGNE CEDEX;60159;Code CEDEX;Compiègne;OISE;CA de la Région de Compiègne et de la Basse Automne;HAUTS-DE-FRANCE
60635;CHANTILLY CEDEX;60141;Code CEDEX;Chantilly;OISE;CC de l'Aire Cantilienne;HAUTS-DE-FRANCE
79024;NIORT CEDEX;79191;Code CEDEX;Niort;DEUX-SEVRES;CA du Niortais;NOUVELLE-AQUITAINE
79024;NIORT CEDEX;79081;Code CEDEX;Chauray;DEUX-SEVRES;CA du Niortais;NOUVELLE-AQUITAINE
91958;COURTABOEUF CEDEX;91692;Code CEDEX;Les Ulis;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
91958;COURTABOEUF CEDEX;99127;Code CEDEX;;;;
