Code Postal / CEDEX;Libellé;Code INSEE;Type de code;Nom de la commune;Nom du département;NOM EPCI;Nom de la région
94587;RUNGIS CEDEX 2;94021;Code CEDEX;Chevilly-Larue;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94782;VITRY SUR SEINE CEDEX;94081;Code CEDEX;Vitry-sur-Seine;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94804;VILLEJUIF CEDEX;94076;Code CEDEX;Villejuif;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
13774;FOS SUR MER CEDEX;13039;Code CEDEX;Fos-sur-Mer;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
20601;BASTIA CEDEX;2B033;Code CEDEX;Bastia;HAUTE-CORSE;CA de Bastia;CORSE
20601;BASTIA CEDEX;2B120;Code CEDEX;Furiani;HAUTE-CORSE;CA de Bastia;CORSE
21019;DIJON CEDEX;21540;Code CEDEX;Saint-Apollinaire;COTE-D'OR;Dijon Métropole;BOURGOGNE-FRANCHE-COMTE
21019;DIJON CEDEX;21231;Code CEDEX;Dijon;COTE-D'OR;Dijon Métropole;BOURGOGNE-FRANCHE-COMTE
40104;DAX CEDEX;40088;Code CEDEX;Dax;LANDES;CA du Grand Dax;NOUVELLE-AQUITAINE
57604;FORBACH CEDEX;57222;Code CEDEX;Folkling;MOSELLE;CA de Forbach Porte de France;GRAND EST
57604;FORBACH CEDEX;57227;Code CEDEX;Forbach;MOSELLE;CA de Forbach Porte de France;GRAND EST
57604;FORBACH CEDEX;57058;Code CEDEX;Behren-lès-Forbach;MOSELLE;CA de Forbach Porte de France;GRAND EST
57604;FORBACH CEDEX;57537;Code CEDEX;Petite-Rosselle;MOSELLE;CA de Forbach Porte de France;GRAND EST
57604;FORBACH CEDEX;57484;Code CEDEX;Morsbach;MOSELLE;CA de Forbach Porte de France;GRAND EST
69372;LYON CEDEX 08;69388;Code CEDEX;;;;
20700;AJACCIO CEDEX 9;2A004;Code CEDEX;Ajaccio;CORSE-DU-SUD;CA du Pays Ajaccien;CORSE
20700;AJACCIO CEDEX 9;2A008;Code CEDEX;Albitreccia;CORSE-DU-SUD;CC de la Pieve de l'Ornano;CORSE
20700;AJACCIO CEDEX 9;2A006;Code CEDEX;Alata;CORSE-DU-SUD;CA du Pays Ajaccien;CORSE
59962;CROIX CEDEX;59163;Code CEDEX;Croix;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
65171;ST LARY SOULAN CEDEX;65058;Code CEDEX;Azet;HAUTES-PYRENEES;CC Aure Louron;OCCITANIE
65171;ST LARY SOULAN CEDEX;65211;Code CEDEX;Guchan;HAUTES-PYRENEES;CC Aure Louron;OCCITANIE
65171;ST LARY SOULAN CEDEX;65124;Code CEDEX;Camparan;HAUTES-PYRENEES;CC Aure Louron;OCCITANIE
65171;ST LARY SOULAN CEDEX;65388;Code CEDEX;Saint-Lary-Soulan;HAUTES-PYRENEES;CC Aure Louron;OCCITANIE
65171;ST LARY SOULAN CEDEX;65465;Code CEDEX;Vielle-Aure;HAUTES-PYRENEES;CC Aure Louron;OCCITANIE
67171;BRUMATH CEDEX;67067;Code CEDEX;Brumath;BAS-RHIN;CA de Haguenau;GRAND EST
67171;BRUMATH CEDEX;67301;Code CEDEX;Mommenheim;BAS-RHIN;CA de Haguenau;GRAND EST
69152;DECINES CHARPIEU CEDEX;69275;Code CEDEX;Décines-Charpieu;RHONE;Métropole de Lyon;AUVERGNE-RHONE-ALPES
69371;LYON CEDEX 08;69266;Code CEDEX;Villeurbanne;RHONE;Métropole de Lyon;AUVERGNE-RHONE-ALPES
69371;LYON CEDEX 08;69388;Code CEDEX;;;;
69371;LYON CEDEX 08;69387;Code CEDEX;;;;
69413;LYON CEDEX 06;69386;Code CEDEX;;;;
69413;LYON CEDEX 06;71486;Code CEDEX;Saint-Vallier;SAONE-ET-LOIRE;CU Le Creusot Montceau-les-Mines;BOURGOGNE-FRANCHE-COMTE
69824;BELLEVILLE CEDEX;69019;Code CEDEX;Belleville-en-Beaujolais;RHONE;CC Saône-Beaujolais;AUVERGNE-RHONE-ALPES
81107;CASTRES CEDEX;81065;Code CEDEX;Castres;TARN;CA de Castres Mazamet;OCCITANIE
84276;VEDENE CEDEX;84081;Code CEDEX;Morières-lès-Avignon;VAUCLUSE;CA du Grand Avignon (COGA);PROVENCE-ALPES-COTE D'AZUR
84276;VEDENE CEDEX;84092;Code CEDEX;Le Pontet;VAUCLUSE;CA du Grand Avignon (COGA);PROVENCE-ALPES-COTE D'AZUR
84276;VEDENE CEDEX;84129;Code CEDEX;Sorgues;VAUCLUSE;CC des Sorgues du Comtat;PROVENCE-ALPES-COTE D'AZUR
84276;VEDENE CEDEX;84036;Code CEDEX;Châteauneuf-de-Gadagne;VAUCLUSE;CC du Pays des Sorgues et des Monts de Vaucluse;PROVENCE-ALPES-COTE D'AZUR
84276;VEDENE CEDEX;84132;Code CEDEX;Le Thor;VAUCLUSE;CC du Pays des Sorgues et des Monts de Vaucluse;PROVENCE-ALPES-COTE D'AZUR
84276;VEDENE CEDEX;84043;Code CEDEX;Entraigues-sur-la-Sorgue;VAUCLUSE;CA du Grand Avignon (COGA);PROVENCE-ALPES-COTE D'AZUR
91025;EVRY CEDEX;91182;Code CEDEX;;;;
91025;EVRY CEDEX;91228;Code CEDEX;Évry-Courcouronnes;ESSONNE;CA Grand Paris Sud Seine Essonne Sénart;ILE-DE-FRANCE
91959;COURTABOEUF CEDEX;91666;Code CEDEX;Villejust;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
91959;COURTABOEUF CEDEX;91692;Code CEDEX;Les Ulis;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
92356;LE PLESSIS ROBINSON CEDEX;92060;Code CEDEX;Le Plessis-Robinson;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
59033;LILLE CEDEX;59350;Code CEDEX;Lille;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
59033;LILLE CEDEX;59368;Code CEDEX;La Madeleine;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
64078;PAU CEDEX;64445;Code CEDEX;Pau;PYRENEES-ATLANTIQUES;CA Pau Béarn Pyrénées;NOUVELLE-AQUITAINE
71027;MACON CEDEX 9;71270;Code CEDEX;Mâcon;SAONE-ET-LOIRE;CA Mâconnais Beaujolais Agglomération;BOURGOGNE-FRANCHE-COMTE
75036;PARIS CEDEX 01;75101;Code CEDEX;;;;
78303;POISSY CEDEX;78498;Code CEDEX;Poissy;YVELINES;CU Grand Paris Seine et Oise;ILE-DE-FRANCE
79007;NIORT CEDEX;79191;Code CEDEX;Niort;DEUX-SEVRES;CA du Niortais;NOUVELLE-AQUITAINE
89095;SENS CEDEX;89387;Code CEDEX;Sens;YONNE;CA du Grand Sénonais;BOURGOGNE-FRANCHE-COMTE
92076;PARIS LA DEFENSE CEDEX;92026;Code CEDEX;Courbevoie;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92076;PARIS LA DEFENSE CEDEX;92062;Code CEDEX;Puteaux;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92291;CHATENAY MALABRY CEDEX;92019;Code CEDEX;Châtenay-Malabry;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
94658;RUNGIS CEDEX;94065;Code CEDEX;Rungis;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94658;RUNGIS CEDEX 1;94065;Code CEDEX;Rungis;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
1211;FERNEY VOLTAIRE CEDEX;1160;Code CEDEX;Ferney-Voltaire;AIN;CA du Pays de Gex;AUVERGNE-RHONE-ALPES
20288;BASTIA CEDEX;2B033;Code CEDEX;Bastia;HAUTE-CORSE;CA de Bastia;CORSE
25403;AUDINCOURT CEDEX;25031;Code CEDEX;Audincourt;DOUBS;CA Pays de Montbéliard Agglomération;BOURGOGNE-FRANCHE-COMTE
25403;AUDINCOURT CEDEX;25632;Code CEDEX;Voujeaucourt;DOUBS;CA Pays de Montbéliard Agglomération;BOURGOGNE-FRANCHE-COMTE
38351;LA TOUR DU PIN CEDEX;38509;Code CEDEX;La Tour-du-Pin;ISERE;CC Les Vals du Dauphiné;AUVERGNE-RHONE-ALPES
43101;BRIOUDE CEDEX;43040;Code CEDEX;Brioude;HAUTE-LOIRE;CC Brioude Sud Auvergne;AUVERGNE-RHONE-ALPES
75873;PARIS CEDEX 18;75118;Code CEDEX;;;;
7304;TOURNON SUR RHONE CEDEX;7324;Code CEDEX;Tournon-sur-Rhône;ARDECHE;CA Arche Agglo;AUVERGNE-RHONE-ALPES
13514;PORT ST LOUIS DU RHONE CEDEX;13078;Code CEDEX;Port-Saint-Louis-du-Rhône;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
31715;BLAGNAC CEDEX;31069;Code CEDEX;Blagnac;HAUTE-GARONNE;Toulouse Métropole;OCCITANIE
44152;ANCENIS CEDEX;44003;Code CEDEX;Ancenis-Saint-Géréon;LOIRE-ATLANTIQUE;CC du Pays d'Ancenis;PAYS DE LA LOIRE
44152;ANCENIS CEDEX;44160;Code CEDEX;;;;
44213;PORNIC CEDEX;44131;Code CEDEX;Pornic;LOIRE-ATLANTIQUE;CA Pornic Agglo Pays de Retz;PAYS DE LA LOIRE
44213;PORNIC CEDEX;44182;Code CEDEX;Saint-Michel-Chef-Chef;LOIRE-ATLANTIQUE;CA Pornic Agglo Pays de Retz;PAYS DE LA LOIRE
59335;TOURCOING CEDEX;59599;Code CEDEX;Tourcoing;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
59731;ST AMAND LES EAUX CEDEX;59109;Code CEDEX;Brillon;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
59731;ST AMAND LES EAUX CEDEX;59511;Code CEDEX;Rosult;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
59731;ST AMAND LES EAUX CEDEX;59526;Code CEDEX;Saint-Amand-les-Eaux;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
59731;ST AMAND LES EAUX CEDEX;59554;Code CEDEX;Sars-et-Rosières;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
67132;SCHIRMECK CEDEX;67276;Code CEDEX;Lutzelhouse;BAS-RHIN;CC de la Vallée de la Bruche;GRAND EST
67132;SCHIRMECK CEDEX;67543;Code CEDEX;Wisches;BAS-RHIN;CC de la Vallée de la Bruche;GRAND EST
69294;LYON CEDEX 02;69382;Code CEDEX;;;;
74106;ANNEMASSE CEDEX;74298;Code CEDEX;Vétraz-Monthoux;HAUTE-SAVOIE;CA Annemasse-Les Voirons-Agglomération;AUVERGNE-RHONE-ALPES
74106;ANNEMASSE CEDEX;74012;Code CEDEX;Annemasse;HAUTE-SAVOIE;CA Annemasse-Les Voirons-Agglomération;AUVERGNE-RHONE-ALPES
74106;ANNEMASSE CEDEX;74118;Code CEDEX;Étrembières;HAUTE-SAVOIE;CA Annemasse-Les Voirons-Agglomération;AUVERGNE-RHONE-ALPES
76197;YVETOT CEDEX;76610;Code CEDEX;Sainte-Marie-des-Champs;SEINE-MARITIME;CC Yvetot Normandie;NORMANDIE
76197;YVETOT CEDEX;76043;Code CEDEX;Auzebosc;SEINE-MARITIME;CC Yvetot Normandie;NORMANDIE
76197;YVETOT CEDEX;76758;Code CEDEX;Yvetot;SEINE-MARITIME;CC Yvetot Normandie;NORMANDIE
77437;MARNE LA VALLEE CEDEX 2;77169;Code CEDEX;Émerainville;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
77437;MARNE LA VALLEE CEDEX 2;77146;Code CEDEX;Croissy-Beaubourg;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
77437;MARNE LA VALLEE CEDEX 2;77111;Code CEDEX;Chessy;SEINE-ET-MARNE;CA Val d'Europe Agglomération;ILE-DE-FRANCE
77437;MARNE LA VALLEE CEDEX 2;77258;Code CEDEX;Lognes;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
77437;MARNE LA VALLEE CEDEX 2;77083;Code CEDEX;Champs-sur-Marne;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
85105;LES SABLES D OLONNE CEDEX;85060;Code CEDEX;;;;
85105;LES SABLES D OLONNE CEDEX;85194;Code CEDEX;Les Sables-d'Olonne;VENDEE;CA Les Sables d'Olonne Agglomération;PAYS DE LA LOIRE
6251;MOUGINS CEDEX;6085;Code CEDEX;Mougins;ALPES-MARITIMES;CA Cannes Pays de Lérins;PROVENCE-ALPES-COTE D'AZUR
11409;CASTELNAUDARY CEDEX;11076;Code CEDEX;Castelnaudary;AUDE;CC Castelnaudary Lauragais Audois;OCCITANIE
11785;NARBONNE CEDEX;11262;Code CEDEX;Narbonne;AUDE;CA Le Grand Narbonne;OCCITANIE
13298;MARSEILLE CEDEX 20;13209;Code CEDEX;;;;
13298;MARSEILLE CEDEX 20;13210;Code CEDEX;;;;
13298;MARSEILLE CEDEX 20;13206;Code CEDEX;;;;
14127;MONDEVILLE CEDEX;79299;Code CEDEX;Saint-Varent;DEUX-SEVRES;CC du Thouarsais;NOUVELLE-AQUITAINE
14127;MONDEVILLE CEDEX;14437;Code CEDEX;Mondeville;CALVADOS;CU Caen la Mer;NORMANDIE
16103;COGNAC CEDEX;16089;Code CEDEX;Châteaubernard;CHARENTE;CA du Grand Cognac;NOUVELLE-AQUITAINE
16103;COGNAC CEDEX;16102;Code CEDEX;Cognac;CHARENTE;CA du Grand Cognac;NOUVELLE-AQUITAINE
21806;QUETIGNY CEDEX;21171;Code CEDEX;Chevigny-Saint-Sauveur;COTE-D'OR;Dijon Métropole;BOURGOGNE-FRANCHE-COMTE
25401;AUDINCOURT CEDEX;25031;Code CEDEX;Audincourt;DOUBS;CA Pays de Montbéliard Agglomération;BOURGOGNE-FRANCHE-COMTE
26203;MONTELIMAR CEDEX;26085;Code CEDEX;Châteauneuf-du-Rhône;DROME;CA Montélimar Agglomération;AUVERGNE-RHONE-ALPES
26203;MONTELIMAR CEDEX;26198;Code CEDEX;Montélimar;DROME;CA Montélimar Agglomération;AUVERGNE-RHONE-ALPES
26203;MONTELIMAR CEDEX;26008;Code CEDEX;Ancône;DROME;CA Montélimar Agglomération;AUVERGNE-RHONE-ALPES
26203;MONTELIMAR CEDEX;26169;Code CEDEX;Malataverne;DROME;CC Drôme Sud Provence;AUVERGNE-RHONE-ALPES
26601;TAIN L HERMITAGE CEDEX;26347;Code CEDEX;Tain-l'Hermitage;DROME;CA Arche Agglo;AUVERGNE-RHONE-ALPES
29208;LANDERNEAU CEDEX;29103;Code CEDEX;Landerneau;FINISTERE;CC du Pays de Landerneau-Daoulas;BRETAGNE
29320;QUIMPER CEDEX;29232;Code CEDEX;Quimper;FINISTERE;CA Quimper Bretagne Occidentale;BRETAGNE
31521;RAMONVILLE ST AGNE CEDEX;31446;Code CEDEX;Ramonville-Saint-Agne;HAUTE-GARONNE;CA du Sicoval;OCCITANIE
42703;FIRMINY CEDEX;42095;Code CEDEX;Firminy;LOIRE;Saint-Etienne Métropole;AUVERGNE-RHONE-ALPES
46004;CAHORS CEDEX 9;46063;Code CEDEX;Castelnau Montratier-Sainte Alauzie;LOT;CC du Quercy Blanc;OCCITANIE
46004;CAHORS CEDEX 9;46042;Code CEDEX;Cahors;LOT;CA du Grand Cahors;OCCITANIE
46004;CAHORS CEDEX 9;46105;Code CEDEX;Flaujac-Poujols;LOT;CC du Pays de Lalbenque-Limogne;OCCITANIE
46004;CAHORS CEDEX 9;46191;Code CEDEX;Mercuès;LOT;CA du Grand Cahors;OCCITANIE
49040;ANGERS CEDEX 01;49007;Code CEDEX;Angers;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
51884;REIMS CEDEX 3;51454;Code CEDEX;Reims;MARNE;CU du Grand Reims;GRAND EST
54272;ESSEY LES NANCY CEDEX;54495;Code CEDEX;Saulxures-lès-Nancy;MEURTHE-ET-MOSELLE;Métropole du Grand Nancy;GRAND EST
54272;ESSEY LES NANCY CEDEX;54439;Code CEDEX;Pulnoy;MEURTHE-ET-MOSELLE;Métropole du Grand Nancy;GRAND EST
54272;ESSEY LES NANCY CEDEX;54498;Code CEDEX;Seichamps;MEURTHE-ET-MOSELLE;Métropole du Grand Nancy;GRAND EST
57014;METZ CEDEX 01;57463;Code CEDEX;Metz;MOSELLE;Metz Métropole;GRAND EST
57701;HAYANGE CEDEX;57368;Code CEDEX;Knutange;MOSELLE;CA du Val de Fensch;GRAND EST
57701;HAYANGE CEDEX;57562;Code CEDEX;Ranguevaux;MOSELLE;CA du Val de Fensch;GRAND EST
57701;HAYANGE CEDEX;57306;Code CEDEX;Hayange;MOSELLE;CA du Val de Fensch;GRAND EST
63010;CLERMONT FERRAND CEDEX 1;63113;Code CEDEX;Clermont-Ferrand;PUY-DE-DOME;Clermont Auvergne Métropole;AUVERGNE-RHONE-ALPES
69173;TARARE CEDEX;69174;Code CEDEX;Les Sauvages;RHONE;CA de l'Ouest Rhodanien;AUVERGNE-RHONE-ALPES
69173;TARARE CEDEX;69075;Code CEDEX;Dième;RHONE;CA de l'Ouest Rhodanien;AUVERGNE-RHONE-ALPES
69173;TARARE CEDEX;69243;Code CEDEX;Tarare;RHONE;CA de l'Ouest Rhodanien;AUVERGNE-RHONE-ALPES
75866;PARIS CEDEX 18;75118;Code CEDEX;;;;
86002;POITIERS CEDEX;86194;Code CEDEX;Poitiers;VIENNE;CU du Grand Poitiers;NOUVELLE-AQUITAINE
87052;LIMOGES CEDEX 2;87085;Code CEDEX;Limoges;HAUTE-VIENNE;CU Limoges Métropole;NOUVELLE-AQUITAINE
89025;AUXERRE CEDEX;89024;Code CEDEX;Auxerre;YONNE;CA de l'Auxerrois;BOURGOGNE-FRANCHE-COMTE
91072;BONDOUFLE CEDEX;91086;Code CEDEX;Bondoufle;ESSONNE;CA Grand Paris Sud Seine Essonne Sénart;ILE-DE-FRANCE
10201;BAR SUR AUBE CEDEX;10033;Code CEDEX;Bar-sur-Aube;AUBE;CC de la Région de Bar sur Aube;GRAND EST
13233;MARSEILLE CEDEX 20;13202;Code CEDEX;;;;
13233;MARSEILLE CEDEX 20;13203;Code CEDEX;;;;
13233;MARSEILLE CEDEX 20;13201;Code CEDEX;;;;
13363;MARSEILLE CEDEX 10;13215;Code CEDEX;;;;
13363;MARSEILLE CEDEX 10;13210;Code CEDEX;;;;
13363;MARSEILLE CEDEX 10;13005;Code CEDEX;Aubagne;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
16008;ANGOULEME CEDEX;16015;Code CEDEX;Angoulême;CHARENTE;CA du Grand Angoulême;NOUVELLE-AQUITAINE
19312;BRIVE LA GAILLARDE CEDEX;19031;Code CEDEX;Brive-la-Gaillarde;CORREZE;CA du Bassin de Brive;NOUVELLE-AQUITAINE
21402;CHATILLON SUR SEINE CEDEX;21012;Code CEDEX;Ampilly-le-Sec;COTE-D'OR;CC du Pays Châtillonnais;BOURGOGNE-FRANCHE-COMTE
21402;CHATILLON SUR SEINE CEDEX;21154;Code CEDEX;Châtillon-sur-Seine;COTE-D'OR;CC du Pays Châtillonnais;BOURGOGNE-FRANCHE-COMTE
21402;CHATILLON SUR SEINE CEDEX;21545;Code CEDEX;Sainte-Colombe-sur-Seine;COTE-D'OR;CC du Pays Châtillonnais;BOURGOGNE-FRANCHE-COMTE
22103;DINAN CEDEX;22339;Code CEDEX;Taden;COTES-D'ARMOR;CA Dinan Agglomération;BRETAGNE
22103;DINAN CEDEX;22259;Code CEDEX;Quévert;COTES-D'ARMOR;CA Dinan Agglomération;BRETAGNE
22103;DINAN CEDEX;22050;Code CEDEX;Dinan;COTES-D'ARMOR;CA Dinan Agglomération;BRETAGNE
22103;DINAN CEDEX;22003;Code CEDEX;Aucaleuc;COTES-D'ARMOR;CA Dinan Agglomération;BRETAGNE
27002;EVREUX CEDEX;27229;Code CEDEX;Évreux;EURE;CA Evreux Portes de Normandie;NORMANDIE
27002;EVREUX CEDEX;27353;Code CEDEX;Irreville;EURE;CA Evreux Portes de Normandie;NORMANDIE
27301;BERNAY CEDEX;27207;Code CEDEX;Drucourt;EURE;CC Lieuvin Pays d'Auge;NORMANDIE
27301;BERNAY CEDEX;27398;Code CEDEX;Menneval;EURE;CC Intercom Bernay Terres de Normandie;NORMANDIE
27301;BERNAY CEDEX;27056;Code CEDEX;Bernay;EURE;CC Intercom Bernay Terres de Normandie;NORMANDIE
33401;TALENCE CEDEX;33318;Code CEDEX;Pessac;GIRONDE;Bordeaux Métropole;NOUVELLE-AQUITAINE
33401;TALENCE CEDEX;33063;Code CEDEX;Bordeaux;GIRONDE;Bordeaux Métropole;NOUVELLE-AQUITAINE
33401;TALENCE CEDEX;33522;Code CEDEX;Talence;GIRONDE;Bordeaux Métropole;NOUVELLE-AQUITAINE
34433;ST JEAN DE VEDAS CEDEX;34270;Code CEDEX;Saint-Jean-de-Védas;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
34433;ST JEAN DE VEDAS CEDEX;34259;Code CEDEX;Saint-Georges-d'Orques;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
34433;ST JEAN DE VEDAS CEDEX;34095;Code CEDEX;Fabrègues;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
34433;ST JEAN DE VEDAS CEDEX;34123;Code CEDEX;Juvignac;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
35035;RENNES CEDEX 9;35238;Code CEDEX;Rennes;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
38516;VOIRON CEDEX;38133;Code CEDEX;Coublevie;ISERE;CA du Pays Voironnais;AUVERGNE-RHONE-ALPES
38516;VOIRON CEDEX;38563;Code CEDEX;Voiron;ISERE;CA du Pays Voironnais;AUVERGNE-RHONE-ALPES
39105;DOLE CEDEX;39198;Code CEDEX;Dole;JURA;CA du Grand Dole;BOURGOGNE-FRANCHE-COMTE
39105;DOLE CEDEX;39101;Code CEDEX;Champvans;JURA;CA du Grand Dole;BOURGOGNE-FRANCHE-COMTE
42311;ROANNE CEDEX;42127;Code CEDEX;Mably;LOIRE;CA Roannais Agglomération;AUVERGNE-RHONE-ALPES
42311;ROANNE CEDEX;42187;Code CEDEX;Roanne;LOIRE;CA Roannais Agglomération;AUVERGNE-RHONE-ALPES
44003;NANTES CEDEX 1;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
49314;CHOLET CEDEX;49099;Code CEDEX;Cholet;MAINE-ET-LOIRE;CA Agglomération du Choletais;PAYS DE LA LOIRE
57132;ARS SUR MOSELLE CEDEX;57032;Code CEDEX;Ars-sur-Moselle;MOSELLE;Metz Métropole;GRAND EST
57132;ARS SUR MOSELLE CEDEX;57350;Code CEDEX;Jouy-aux-Arches;MOSELLE;CC Mad et Moselle;GRAND EST
58302;DECIZE CEDEX;58095;Code CEDEX;Decize;NIEVRE;CC Sud Nivernais;BOURGOGNE-FRANCHE-COMTE
59308;VALENCIENNES CEDEX;59172;Code CEDEX;Denain;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
59308;VALENCIENNES CEDEX;59221;Code CEDEX;Famars;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
59308;VALENCIENNES CEDEX;59606;Code CEDEX;Valenciennes;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
71012;CHARNAY LES MACON CEDEX;71105;Code CEDEX;Charnay-lès-Mâcon;SAONE-ET-LOIRE;CA Mâconnais Beaujolais Agglomération;BOURGOGNE-FRANCHE-COMTE
75611;PARIS CEDEX 12;75112;Code CEDEX;;;;
78293;CROISSY SUR SEINE CEDEX;78190;Code CEDEX;Croissy-sur-Seine;YVELINES;CA Saint Germain Boucles de Seine;ILE-DE-FRANCE
81204;MAZAMET CEDEX;81163;Code CEDEX;Mazamet;TARN;CA de Castres Mazamet;OCCITANIE
88302;NEUFCHATEAU CEDEX;88321;Code CEDEX;Neufchâteau;VOSGES;CC de l'Ouest Vosgien;GRAND EST
88302;NEUFCHATEAU CEDEX;88219;Code CEDEX;Greux;VOSGES;CC de l'Ouest Vosgien;GRAND EST
91162;LONGJUMEAU CEDEX;91345;Code CEDEX;Longjumeau;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
91162;LONGJUMEAU CEDEX;91136;Code CEDEX;Champlan;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
91265;JUVISY SUR ORGE CEDEX;91326;Code CEDEX;Juvisy-sur-Orge;ESSONNE;Métropole du Grand Paris;ILE-DE-FRANCE
93807;EPINAY SUR SEINE CEDEX;93031;Code CEDEX;Épinay-sur-Seine;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
94051;CRETEIL CEDEX;94028;Code CEDEX;Créteil;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94228;CHARENTON LE PONT CEDEX;94018;Code CEDEX;Charenton-le-Pont;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94741;ARCUEIL CEDEX;94037;Code CEDEX;Gentilly;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
97324;CAYENNE CEDEX;97309;Code CEDEX;Remire-Montjoly;GUYANE;CA du Centre Littoral;GUYANE
97324;CAYENNE CEDEX;97302;Code CEDEX;Cayenne;GUYANE;CA du Centre Littoral;GUYANE
14026;CAEN CEDEX 9;14118;Code CEDEX;Caen;CALVADOS;CU Caen la Mer;NORMANDIE
29557;QUIMPER CEDEX 9;29232;Code CEDEX;Quimper;FINISTERE;CA Quimper Bretagne Occidentale;BRETAGNE
93123;LA COURNEUVE CEDEX;93027;Code CEDEX;La Courneuve;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
95804;CERGY PONTOISE CEDEX;95127;Code CEDEX;Cergy;VAL-D'OISE;CA de Cergy-Pontoise;ILE-DE-FRANCE
95804;CERGY PONTOISE CEDEX;95510;Code CEDEX;Puiseux-Pontoise;VAL-D'OISE;CA de Cergy-Pontoise;ILE-DE-FRANCE
95804;CERGY PONTOISE CEDEX;95476;Code CEDEX;Osny;VAL-D'OISE;CA de Cergy-Pontoise;ILE-DE-FRANCE
7134;ST PERAY CEDEX;7281;Code CEDEX;Saint-Péray;ARDECHE;CC Rhône Crussol;AUVERGNE-RHONE-ALPES
7134;ST PERAY CEDEX;7070;Code CEDEX;Cornas;ARDECHE;CC Rhône Crussol;AUVERGNE-RHONE-ALPES
9201;ST GIRONS CEDEX;9261;Code CEDEX;Saint-Girons;ARIEGE;CC Couserans-Pyrénées;OCCITANIE
9201;ST GIRONS CEDEX;9247;Code CEDEX;Rivèrenert;ARIEGE;CC Couserans-Pyrénées;OCCITANIE
9201;ST GIRONS CEDEX;9268;Code CEDEX;Saint-Lizier;ARIEGE;CC Couserans-Pyrénées;OCCITANIE
13643;ARLES CEDEX;13004;Code CEDEX;Arles;BOUCHES-DU-RHONE;CA d'Arles-Crau-Camargue-Montagnette;PROVENCE-ALPES-COTE D'AZUR
28201;CHATEAUDUN CEDEX;28088;Code CEDEX;Châteaudun;EURE-ET-LOIR;CC du Grand Châteaudun;CENTRE-VAL DE LOIRE
