nom;tournee;type;number_count;numbers
Rue René le Berre;110;voie;2;1,2
Rue René le Berre;112;voie;16;3,5,7,8,9,10,11,12,13,14,15,16,19,21,23,25
Rue Rosa Bonheur;112;voie;49;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,43,45,47,49,51,53,55,57,61
Rue Saint Nicolas;109;voie;8;1,2,3,4,5,7,9,11
Rue Stang Ar Rozen;110;voie;15;1,2,3,4,5,6,7,8,9,10,11,12,13,14,16
Rue Théodore Botrel;109;voie;18;1,2,3,4,5,6,7,8,9,10,11,14,15,17,19,21,23,25
Rue Traon Ar Lin;111;voie;11;1,2,3,4,5,6,7,8,9,10,12
Rue Traverse;110;voie;4;1,2,4,6
Rue Yan Ar Goff;112;voie;7;1,2,3,4,6,11,14
Stang Ar Goulinet;110;voie;26;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,27,29
Tregalet;109;voie;20;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21
Tréluant;109;voie;3;1,3,5
Tremiliec;110;voie;1;1
Treordo;111;voie;11;1,2,4,6,8,10,12,14,16,18,20
Tréouron;110;voie;1;2
Trevilit;203;voie;1;1
Ty Coat;112;voie;2;1,3
Ty Douar;110;voie;2;1,3
Ty Gwaremm;106;voie;1;1
Ty Istribilh;110;voie;2;1,2
Ty Pin;204;voie;1;1
Tyer Poes;110;voie;2;2,4
Venelle de Keryequel;112;voie;6;1,2,3,4,6,8
Venelle de Mariano;111;voie;5;1,2,3,6,8
Zone Artisanale de Kerganet;101 [105];voie;5;1,2,3,4,6
Zone Artisanale de Kerlavar;112;voie;38;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,40
ZA de Kerganet;101 [105];lieux-dit;0;
